date,open,high,low,close,volume
2021-12-27,35954.48,36306.61,35954.48,36302.38,250260983.0
2021-12-28,36302.99,36527.26,36302.99,36398.21,239087792.0
2021-12-29,36421.14,36571.55,36396.19,36488.63,214403952.0
2021-12-30,36522.48,36679.44,36372.13,36398.08,207644664.0
2021-12-31,36385.85,36484.94,36303.97,36338.3,218213126.0
2022-01-03,36321.59,36595.82,36246.45,36585.06,347927078.0
2022-01-04,36636.0,36934.84,36636.0,36799.65,435084267.0
2022-01-05,36722.6,36952.65,36400.39,36407.11,468455424.0
2022-01-06,36409.05,36464.19,36200.68,36236.47,390187536.0
2022-01-07,36249.59,36382.84,36111.53,36231.66,361423366.0
2022-01-10,36175.21,36175.21,35639.91,36068.87,440304751.0
2022-01-11,36058.85,36271.47,35769.38,36252.02,363192772.0
2022-01-12,36336.16,36453.49,36168.15,36290.32,317858592.0
2022-01-13,36312.49,36513.88,36044.22,36113.62,349737971.0
2022-01-14,35996.43,35996.43,35641.49,35911.81,396471653.0
2022-01-18,35661.76,35661.76,35262.02,35368.47,427260003.0
2022-01-19,35412.3,35547.83,35015.49,35028.65,393081763.0
2022-01-20,35102.66,35490.2,34670.12,34715.39,369073444.0
2022-01-21,34701.69,34896.67,34229.55,34265.37,523884776.0
2022-01-24,34070.61,34420.99,33150.33,34364.5,678120775.0
2022-01-25,34186.64,34591.04,33545.52,34297.73,522186104.0
2022-01-26,34520.82,34815.67,33876.48,34168.09,549307869.0
2022-01-27,34261.75,34773.32,34007.78,34160.78,527779826.0
2022-01-28,34135.24,34731.77,33807.51,34725.47,568439067.0
2022-01-31,34691.17,35148.14,34496.1,35131.86,474442561.0
2022-02-01,35151.47,35441.09,34977.95,35405.24,394897697.0
2022-02-02,35378.19,35679.2,35290.12,35629.33,364057665.0
2022-02-03,35520.08,35535.94,35071.06,35111.16,390175594.0
2022-02-04,35095.74,35333.55,34799.08,35089.74,349880614.0
2022-02-07,35108.38,35325.01,34993.98,35091.13,328911328.0
2022-02-08,35160.68,35544.89,35090.42,35462.78,333936178.0
2022-02-09,35614.9,35824.28,35614.9,35768.06,339611544.0
2022-02-10,35630.81,35800.24,35100.72,35241.59,416709626.0
2022-02-11,35267.89,35431.15,34620.52,34738.06,410404481.0
2022-02-14,34694.5,34744.56,34304.28,34566.17,373410424.0
2022-02-15,34686.19,35047.79,34686.19,34988.84,305666649.0
2022-02-16,34951.83,35042.09,34642.64,34934.27,309361494.0
2022-02-17,34858.47,34858.47,34246.23,34312.03,351847744.0
2022-02-18,34310.45,34423.58,33976.18,34079.18,414076498.0
2022-02-22,33974.09,34024.74,33364.29,33596.61,438315872.0
2022-02-23,33680.97,33832.59,33084.9,33131.76,376494280.0
2022-02-24,32830.33,33269.34,32272.64,33223.83,593186413.0
2022-02-25,33277.22,34095.74,33277.22,34058.75,421167839.0
2022-02-28,33870.62,33963.63,33469.31,33892.6,451814443.0
2022-03-01,33813.48,33870.14,33107.67,33294.95,442312708.0
2022-03-02,33379.51,34013.67,33379.51,33891.35,402813898.0
2022-03-03,33972.87,34179.07,33641.53,33794.66,369873269.0
2022-03-04,33655.43,33655.43,33254.12,33614.8,412932743.0
2022-03-07,33579.75,33579.75,32806.15,32817.38,493671716.0
2022-03-08,32885.17,33402.98,32578.73,32632.64,553748229.0
2022-03-09,32860.42,33457.28,32860.42,33286.25,421550881.0
2022-03-10,33106.77,33236.59,32819.76,33174.07,399476674.0
2022-03-11,33279.72,33515.61,32911.89,32944.19,369478643.0
2022-03-14,33000.37,33395.59,32818.16,32945.24,394944700.0
2022-03-15,32989.27,33620.84,32989.27,33544.34,394820452.0
2022-03-16,33653.93,34075.94,33391.24,34063.1,430180033.0
2022-03-17,33995.39,34483.92,33896.06,34480.76,339473776.0
2022-03-18,34466.72,34755.2,34279.83,34754.93,627893612.0
2022-03-21,34669.85,34808.28,34341.81,34552.99,408489043.0
2022-03-22,34583.24,34882.03,34583.24,34807.46,368547976.0
2022-03-23,34748.84,34748.84,34352.96,34358.5,349592672.0
2022-03-24,34406.81,34713.56,34355.42,34707.94,324865721.0
2022-03-25,34702.39,34942.7,34631.52,34861.24,287067515.0
2022-03-28,34833.03,34957.93,34552.23,34955.89,302859610.0
2022-03-29,35114.35,35372.26,35030.07,35294.19,355051944.0
2022-03-30,35273.63,35361.36,35058.58,35228.81,324668007.0
2022-03-31,35201.52,35201.52,34677.99,34678.35,433397350.0
2022-04-01,34740.89,34847.91,34538.25,34818.27,346813587.0
2022-04-04,34799.98,34940.78,34615.38,34921.88,317557951.0
2022-04-05,34876.33,35112.21,34566.04,34641.18,308983285.0
2022-04-06,34520.34,34609.84,34277.17,34496.51,386247179.0
2022-04-07,34439.24,34705.83,34190.95,34583.57,324812078.0
2022-04-08,34569.24,34908.46,34470.19,34721.12,306295261.0
2022-04-11,34630.27,34701.34,34272.29,34308.08,336626210.0
2022-04-12,34412.51,34669.97,34102.81,34220.36,333507915.0
2022-04-13,34166.64,34598.36,34140.64,34564.59,313630644.0
2022-04-14,34628.46,34889.17,34437.5,34451.23,353682642.0
2022-04-18,34411.49,34618.29,34279.08,34411.69,264111473.0
2022-04-19,34394.62,34983.11,34394.62,34911.2,296353368.0
2022-04-20,34962.67,35315.4,34962.67,35160.79,337616673.0
2022-04-21,35258.8,35492.22,34723.82,34792.76,371916323.0
2022-04-22,34727.38,34727.38,33773.39,33811.4,379807789.0
2022-04-25,33731.65,34106.01,33323.37,34049.46,417998790.0
2022-04-26,33907.49,33909.51,33230.95,33240.18,403703232.0
2022-04-27,33450.92,33697.18,33108.89,33301.93,456285628.0
2022-04-28,33425.96,34054.79,33248.46,33916.39,451595524.0
2022-04-29,33787.01,33919.59,32913.15,32977.21,501563555.0
2022-05-02,32978.49,33224.95,32449.87,33061.5,453388591.0
2022-05-03,33086.09,33341.58,32914.75,33128.79,364422771.0
2022-05-04,33171.8,34117.74,33021.84,34061.06,412374232.0
2022-05-05,33854.17,33854.17,32685.1,32997.97,448418904.0
2022-05-06,32773.88,33055.84,32474.69,32899.37,418136925.0
2022-05-09,32685.17,32685.17,32121.98,32245.7,475106881.0
2022-05-10,32504.09,32752.17,31887.89,32160.74,440668104.0
2022-05-11,32123.24,32584.02,31798.86,31834.11,458460376.0
2022-05-12,31699.04,31914.46,31228.22,31730.3,544238042.0
2022-05-13,31963.86,32276.05,31862.79,32196.66,388523772.0
2022-05-16,32152.15,32514.02,31928.18,32223.42,332699773.0
2022-05-17,32427.0,32689.14,32308.15,32654.59,389313710.0
2022-05-18,32468.67,32468.67,31393.95,31490.07,465059234.0
2022-05-19,31262.62,31569.13,31016.41,31253.13,517189240.0
2022-05-20,31426.94,31515.78,30635.76,31261.9,498891050.0
2022-05-23,31395.89,31968.42,31395.89,31880.24,405828874.0
2022-05-24,31717.61,32014.86,31365.59,31928.62,382945860.0
2022-05-25,31816.31,32254.44,31754.33,32120.28,348460266.0
2022-05-26,32248.17,32774.14,32248.17,32637.19,351224210.0
2022-05-27,32735.09,33213.62,32682.01,33212.96,328771647.0
2022-05-31,33160.59,33240.22,32752.34,32990.12,549810423.0
2022-06-01,33156.31,33272.34,32584.76,32813.23,338213986.0
2022-06-02,32809.01,33248.61,32509.43,33248.28,331185297.0
2022-06-03,32986.32,33135.61,32839.21,32899.7,298566771.0
2022-06-06,33032.04,33235.37,32819.5,32915.78,258400749.0
2022-06-07,32783.03,33207.45,32641.85,33180.14,278203619.0
2022-06-08,33087.07,33156.5,32824.37,32910.9,273294696.0
2022-06-09,32828.62,32956.73,32267.78,32272.79,289709816.0
2022-06-10,32053.52,32053.52,31387.84,31392.79,364806207.0
2022-06-13,31144.91,31144.91,30373.72,30516.74,472290715.0
2022-06-14,30592.34,30690.8,30144.23,30364.83,366795060.0
2022-06-15,30570.5,31011.97,30185.08,30668.53,394570784.0
2022-06-16,30305.74,30305.74,29740.35,29927.07,442909140.0
2022-06-17,29912.7,30167.52,29653.29,29888.78,701157600.0
2022-06-21,30074.69,30653.98,30074.69,30530.25,379347509.0
2022-06-22,30352.57,30777.92,30166.01,30483.13,345823233.0
2022-06-23,30570.33,30715.63,30293.4,30677.36,362907424.0
2022-06-24,30846.94,31517.29,30846.94,31500.68,470381970.0
2022-06-27,31533.6,31598.59,31351.37,31438.26,313930143.0
2022-06-28,31549.05,31885.09,30934.33,30946.99,350784915.0
2022-06-29,31067.41,31152.96,30894.53,31029.31,273965542.0
2022-06-30,30790.0,30979.85,30431.87,30775.43,394074726.0
2022-07-01,30737.77,31139.35,30487.79,31097.26,310436923.0
2022-07-05,30903.12,30971.74,30355.12,30967.82,328197338.0
2022-07-06,30957.3,31224.69,30794.84,31037.68,289795874.0
2022-07-07,31190.65,31421.84,31154.64,31384.55,296623727.0
2022-07-08,31348.43,31511.46,31212.45,31338.15,241127899.0
2022-07-11,31277.98,31367.55,31114.4,31173.84,245023983.0
2022-07-12,31113.31,31346.1,30860.51,30981.33,325913169.0
2022-07-13,30743.63,30979.17,30514.61,30772.79,293833427.0
2022-07-14,30451.8,30680.12,30143.93,30630.17,325131844.0
2022-07-15,30775.37,31288.26,30775.37,31288.26,337387940.0
2022-07-18,31475.98,31644.68,30982.97,31072.61,303414560.0
2022-07-19,31165.91,31842.25,31165.91,31827.05,379947231.0
2022-07-20,31829.99,31944.45,31646.95,31874.84,319141189.0
2022-07-21,31826.49,32040.63,31534.08,32036.9,304087505.0
2022-07-22,32167.92,32219.25,31731.47,31899.29,320971242.0
2022-07-25,31950.93,32029.03,31821.67,31990.04,255452450.0
2022-07-26,31950.04,31950.04,31705.36,31761.54,324928302.0
2022-07-27,31865.05,32336.23,31799.43,32197.59,365480616.0
2022-07-28,32197.62,32609.54,31982.61,32529.63,331114872.0
2022-07-29,32515.62,32910.18,32493.02,32845.13,487356274.0
2022-08-01,32755.71,32972.03,32640.79,32798.4,325504209.0
2022-08-02,32691.29,32772.93,32387.12,32396.17,320392142.0
2022-08-03,32514.21,32912.74,32514.21,32812.5,344295891.0
2022-08-04,32805.69,32829.22,32652.63,32726.82,318772399.0
2022-08-05,32593.9,32814.61,32489.62,32803.47,276168171.0
2022-08-08,32877.36,33109.96,32769.1,32832.54,279112896.0
2022-08-09,32807.36,32877.53,32702.66,32774.41,283446454.0
2022-08-10,33130.63,33364.41,33130.63,33309.51,317910138.0
2022-08-11,33451.51,33651.8,33289.83,33336.67,308025597.0
2022-08-12,33430.72,33767.09,33398.32,33761.05,301160646.0
2022-08-15,33710.7,33954.71,33582.96,33912.44,262667544.0
2022-08-16,33924.35,34281.36,33852.57,34152.01,288674899.0
2022-08-17,34029.55,34161.01,33828.41,33980.32,281393235.0
2022-08-18,33981.86,34043.83,33844.46,33999.04,282547232.0
2022-08-19,33904.69,33904.69,33627.09,33706.74,298427956.0
2022-08-22,33586.59,33586.59,33007.63,33063.61,308895170.0
2022-08-23,33033.52,33138.26,32858.89,32909.59,254459765.0
2022-08-24,32899.01,33095.5,32828.56,32969.23,258939061.0
2022-08-25,33029.27,33306.09,32889.85,33291.78,308532414.0
2022-08-26,33293.43,33364.7,32278.22,32283.4,352849368.0
2022-08-29,32188.0,32325.16,31972.79,32098.99,320085544.0
2022-08-30,32163.84,32205.66,31647.22,31790.87,317150016.0
2022-08-31,31827.15,31966.04,31509.59,31510.43,392775997.0
2022-09-01,31454.58,31677.51,31219.75,31656.42,339360115.0
2022-09-02,31848.5,32026.9,31182.09,31318.44,306180053.0
2022-09-06,31343.79,31463.89,31048.46,31145.3,347323376.0
2022-09-07,31145.63,31644.34,31095.21,31581.28,355104980.0
2022-09-08,31481.95,31783.37,31321.5,31774.52,344342279.0
2022-09-09,31876.22,32227.74,31876.22,32151.71,312398267.0
2022-09-12,32159.49,32504.04,32159.49,32381.34,339248963.0
2022-09-13,32006.5,32006.5,31018.54,31104.97,428926691.0
2022-09-14,31141.02,31276.82,30885.02,31135.09,348669419.0
2022-09-15,31124.68,31277.69,30882.08,30961.82,349089231.0
2022-09-16,30866.61,30866.61,30550.08,30822.42,627918344.0
2022-09-19,30722.86,31026.89,30559.37,31019.68,296568597.0
2022-09-20,30888.53,30888.53,30465.91,30706.23,320689124.0
2022-09-21,30819.39,31020.79,30181.99,30183.78,354958212.0
2022-09-22,30204.52,30302.28,29994.53,30076.68,335272125.0
2022-09-23,29955.65,29955.65,29250.47,29590.41,389446456.0
2022-09-26,29536.84,29630.77,29161.12,29260.81,369451506.0
2022-09-27,29419.88,29659.12,28958.22,29134.99,356591241.0
2022-09-28,29198.92,29811.78,29114.97,29683.74,439139806.0
2022-09-29,29513.73,29513.73,28997.34,29225.61,392423849.0
2022-09-30,29123.03,29355.78,28715.85,28725.51,464255947.0
2022-10-03,28855.25,29647.79,28855.25,29490.89,400221908.0
2022-10-04,29826.67,30325.05,29826.67,30316.32,375638224.0
2022-10-05,30078.36,30454.46,29886.44,30273.87,292042419.0
2022-10-06,30206.13,30329.61,29859.34,29926.94,306840607.0
2022-10-07,29685.27,29685.27,29142.66,29296.79,370384712.0
2022-10-10,29419.09,29485.82,29010.41,29202.88,318466355.0
2022-10-11,29085.2,29608.42,29074.23,29239.19,358470257.0
2022-10-12,29233.06,29455.12,29136.03,29210.85,306532901.0
2022-10-13,28755.83,30168.54,28660.94,30038.72,472674793.0
2022-10-14,30192.21,30428.82,29614.3,29634.83,380975687.0
2022-10-17,30088.53,30311.95,29997.62,30185.82,369819506.0
2022-10-18,30697.52,30837.9,30301.83,30523.8,390763518.0
2022-10-19,30439.04,30662.11,30226.9,30423.81,315539746.0
2022-10-20,30411.92,30822.96,30265.2,30333.59,333186309.0
2022-10-21,30291.18,31119.27,30206.28,31082.56,418193165.0
2022-10-24,31187.32,31603.63,31161.41,31499.62,345036259.0
2022-10-25,31463.65,31876.15,31423.53,31836.74,342091100.0
2022-10-26,31738.44,32172.42,31738.44,31839.11,430404082.0
2022-10-27,32062.14,32388.42,31993.21,32033.28,392534666.0
2022-10-28,32204.31,32889.81,32158.38,32861.8,499424240.0
2022-10-31,32754.27,32883.86,32586.93,32732.95,390891541.0
2022-11-01,32862.79,32975.48,32485.23,32653.2,325571604.0
2022-11-02,32576.28,33071.93,32139.77,32147.76,399646339.0
2022-11-03,31985.05,32185.71,31727.05,32001.25,357267363.0
2022-11-04,32265.01,32611.52,31938.92,32403.22,422370694.0
2022-11-07,32454.1,32895.59,32424.99,32827.0,341103172.0
2022-11-08,32934.56,33355.39,32831.46,33160.83,342882494.0
2022-11-09,33004.47,33065.11,32478.87,32513.94,360823197.0
2022-11-10,33263.91,33727.73,33167.82,33715.37,488255344.0
2022-11-11,33797.75,33817.96,33394.43,33747.86,430722657.0
2022-11-14,33662.05,33964.3,33533.96,33536.7,360586154.0
2022-11-15,33755.94,33987.06,33320.2,33592.92,391839340.0
2022-11-16,33554.93,33682.83,33516.99,33553.83,305543190.0
2022-11-17,33329.27,33616.02,33239.75,33546.32,321568255.0
2022-11-18,33606.59,33827.94,33540.64,33745.69,314527010.0
2022-11-21,33760.3,33864.59,33559.18,33700.28,352960706.0
2022-11-22,33810.05,34115.7,33810.05,34098.1,279597407.0
2022-11-23,34091.57,34262.07,34004.64,34194.06,236818182.0
2022-11-25,34213.04,34386.51,34199.57,34347.03,131933013.0
2022-11-28,34275.91,34303.88,33799.35,33849.46,303020151.0
2022-11-29,33847.8,33933.91,33662.45,33852.53,282169420.0
2022-11-30,33795.43,34589.77,33583.77,34589.77,552485258.0
2022-12-01,34533.59,34595.51,34129.35,34395.01,349576170.0
2022-12-02,34265.45,34483.21,34039.73,34429.88,291061630.0
2022-12-05,34335.73,34335.73,33846.81,33947.1,315963230.0
2022-12-06,33936.87,34006.63,33418.59,33596.34,307790890.0
2022-12-07,33556.4,33774.27,33503.67,33597.92,295404074.0
2022-12-08,33695.97,33899.17,33642.46,33781.48,272733486.0
2022-12-09,33746.71,33844.63,33462.65,33476.46,292616631.0
2022-12-12,33519.5,34005.04,33519.5,34005.04,321122440.0
2022-12-13,34268.44,34712.28,33890.88,34108.64,443976509.0
2022-12-14,34086.07,34395.65,33704.17,33966.35,344321181.0
2022-12-15,33773.0,33773.0,33016.16,33202.22,394295009.0
2022-12-16,33166.46,33166.46,32654.59,32920.46,788122240.0
2022-12-19,32921.45,33038.94,32581.97,32757.54,330040091.0
2022-12-20,32735.24,32992.23,32649.45,32849.74,303978941.0
2022-12-21,33028.09,33437.84,33028.09,33376.48,328022976.0
2022-12-22,33233.35,33233.35,32573.43,33027.49,342111756.0
2022-12-23,32961.06,33226.14,32814.02,33203.93,221052347.0
2022-12-27,33224.23,33387.72,33069.58,33241.56,246014571.0
2022-12-28,33264.76,33379.55,32869.15,32875.71,254303564.0
2022-12-29,33021.43,33293.42,33020.35,33220.8,245838129.0
2022-12-30,33121.61,33152.55,32847.82,33147.25,296191981.0
2023-01-03,33148.9,33387.52,32850.57,33136.37,358608345.0
2023-01-04,33165.14,33409.1,33033.48,33269.77,383346276.0
2023-01-05,33191.72,33191.72,32812.33,32930.08,342665273.0
2023-01-06,33055.3,33710.66,32997.39,33630.61,365497603.0
2023-01-09,33664.39,33935.11,33487.66,33517.65,327846929.0
2023-01-10,33516.43,33726.54,33421.8,33704.1,269499270.0
2023-01-11,33754.03,33974.69,33711.04,33973.01,301652786.0
2023-01-12,34047.86,34292.67,33792.1,34189.97,308197592.0
2023-01-13,34075.31,34342.32,33915.49,34302.61,274115048.0
2023-01-17,34222.32,34269.97,33860.67,33910.85,355390701.0
2023-01-18,33948.49,34016.53,33269.9,33296.96,354570638.0
2023-01-19,33171.35,33227.49,32982.05,33044.56,321326064.0
2023-01-20,33073.46,33381.95,32948.93,33375.49,369420618.0
2023-01-23,33439.56,33782.88,33316.25,33629.56,357537266.0
2023-01-24,33444.72,33782.92,33310.56,33733.96,305709303.0
2023-01-25,33538.36,33773.09,33273.21,33743.84,344392260.0
2023-01-26,33771.66,33953.79,33635.6,33949.41,333738760.0
2023-01-27,33952.93,34164.33,33830.85,33978.08,444127602.0
2023-01-30,33909.21,34055.29,33695.18,33717.09,346042487.0
2023-01-31,33803.56,34095.23,33664.91,34086.04,360245637.0
2023-02-01,34039.6,34334.7,33581.42,34092.96,370126964.0
2023-02-02,34129.3,34145.14,33814.78,34053.94,442574087.0
2023-02-03,33926.3,34179.58,33813.86,33926.01,425151183.0
2023-02-06,33874.44,33962.84,33683.58,33891.02,296402190.0
2023-02-07,33769.78,34240.0,33634.1,34156.69,361629997.0
2023-02-08,34132.9,34161.65,33899.79,33949.01,324091500.0
2023-02-09,34105.61,34252.57,33607.13,33699.88,347528712.0
2023-02-10,33671.54,33897.31,33591.99,33869.27,289724737.0
2023-02-13,33887.39,34249.6,33887.39,34245.93,303584103.0
2023-02-14,34194.09,34331.47,33827.45,34089.27,291746164.0
2023-02-15,34008.63,34130.49,33833.1,34128.05,269848305.0
2023-02-16,33992.09,34041.16,33686.59,33696.85,317536404.0
2023-02-17,33677.01,33846.64,33517.73,33826.69,303774412.0
2023-02-21,33699.69,33699.69,33115.74,33129.59,348320535.0
2023-02-22,33169.33,33245.97,32948.27,33045.09,325330870.0
2023-02-23,33175.39,33272.4,32795.67,33153.91,288126669.0
2023-02-24,32999.19,32999.19,32643.48,32816.92,277124998.0
2023-02-27,32906.16,33189.28,32814.18,32889.09,246232993.0
2023-02-28,32873.47,32873.47,32636.43,32656.7,308692325.0
2023-03-01,32656.37,32746.15,32500.71,32661.84,296337705.0
2023-03-02,32780.97,33083.45,32665.85,33003.57,319325006.0
2023-03-03,33076.33,33405.82,33008.41,33390.97,302946201.0
2023-03-06,33425.32,33572.22,33383.47,33431.44,329821266.0
2023-03-07,33428.31,33453.25,32838.21,32856.46,301592850.0
2023-03-08,32872.08,32903.44,32612.7,32798.4,242756850.0
2023-03-09,32876.83,32990.46,32190.6,32254.86,318637620.0
2023-03-10,32185.14,32422.1,31783.41,31909.64,400242395.0
2023-03-13,31819.93,32240.35,31624.87,31819.14,431153155.0
2023-03-14,32055.29,32306.59,31805.4,32155.4,395731782.0
2023-03-15,31759.87,31906.47,31429.82,31874.57,420965699.0
2023-03-16,31827.65,32281.61,31571.46,32246.55,440946204.0
2023-03-17,32217.32,32217.32,31728.7,31861.98,722091242.0
2023-03-20,31872.33,32280.07,31872.33,32244.58,360213344.0
2023-03-21,32420.71,32593.68,32346.12,32560.6,367471142.0
2023-03-22,32570.19,32761.89,32020.46,32030.11,333026390.0
2023-03-23,32101.49,32511.49,31864.74,32105.25,335430072.0
2023-03-24,32038.22,32257.24,31805.18,32237.53,317078547.0
2023-03-27,32276.72,32564.0,32276.72,32432.08,291562634.0
2023-03-28,32434.85,32551.01,32295.5,32394.25,248561125.0
2023-03-29,32566.54,32728.04,32539.94,32717.6,314119372.0
2023-03-30,32807.43,32905.8,32682.87,32859.03,283382210.0
2023-03-31,32901.96,33291.0,32901.96,33274.15,353742657.0
2023-04-03,33245.78,33632.9,33245.78,33601.15,316611370.0
2023-04-04,33594.79,33634.72,33275.62,33402.38,287787227.0
2023-04-05,33394.6,33543.84,33376.27,33482.72,288099259.0
2023-04-06,33420.96,33525.96,33325.37,33485.29,258682343.0
2023-04-10,33425.25,33590.24,33343.43,33586.52,232922922.0
2023-04-11,33586.75,33781.29,33586.75,33684.79,241437263.0
2023-04-12,33764.21,33895.43,33593.32,33646.5,260309982.0
2023-04-13,33668.97,34054.99,33605.17,34029.69,277238127.0
2023-04-14,33981.71,34082.94,33730.85,33886.47,276721333.0
2023-04-17,33930.46,33991.23,33796.91,33987.18,235829617.0
2023-04-18,33965.16,34018.62,33791.89,33976.63,256478570.0
2023-04-19,33889.83,33957.98,33814.65,33897.01,254112222.0
2023-04-20,33740.6,33875.39,33677.74,33786.62,309682109.0
2023-04-21,33793.6,33858.83,33688.57,33808.96,294960622.0
2023-04-24,33805.04,33891.15,33726.09,33875.4,260215230.0
2023-04-25,33828.34,33875.49,33525.39,33530.83,297882570.0
2023-04-26,33596.34,33645.83,33235.85,33301.87,325371448.0
2023-04-27,33381.66,33859.75,33374.65,33826.16,347460059.0
2023-04-28,33797.43,34104.56,33728.37,34098.16,358268588.0
2023-05-01,34116.81,34257.83,34030.14,34051.7,244196545.0
2023-05-02,34017.62,34017.75,33436.66,33684.53,275727624.0
2023-05-03,33726.64,33811.84,33396.05,33414.24,286910590.0
2023-05-04,33347.78,33354.86,32937.5,33127.74,317322759.0
2023-05-05,33248.55,33748.43,33248.55,33674.38,318573071.0
2023-05-08,33715.15,33747.49,33509.23,33618.69,225681527.0
2023-05-09,33589.85,33656.4,33509.72,33561.81,235140244.0
2023-05-10,33707.2,33772.09,33239.45,33531.33,278729303.0
2023-05-11,33383.89,33389.88,33127.7,33309.51,306788400.0
2023-05-12,33370.58,33406.4,33110.61,33300.62,228721551.0
2023-05-15,33321.21,33400.3,33161.93,33348.6,224521966.0
2023-05-16,33275.37,33290.85,33006.19,33012.14,247673732.0
2023-05-17,33092.48,33472.38,33050.41,33420.77,310712570.0
2023-05-18,33374.56,33579.91,33212.09,33535.91,333070563.0
2023-05-19,33582.95,33652.9,33336.66,33426.63,315213712.0
2023-05-22,33408.54,33512.3,33207.85,33286.58,271479644.0
2023-05-23,33190.6,33310.17,33013.29,33055.51,294261009.0
2023-05-24,33021.76,33031.75,32752.44,32799.92,253316008.0
2023-05-25,32854.26,32870.43,32586.56,32764.65,371260578.0
2023-05-26,32795.5,33162.06,32795.5,33093.34,333796236.0
2023-05-30,33103.65,33132.7,32893.97,33042.78,324222388.0
2023-05-31,32948.71,32984.83,32739.73,32908.27,695134384.0
2023-06-01,32929.85,33167.75,32704.51,33061.57,349463389.0
2023-06-02,33187.58,33805.0,33187.58,33762.76,389257005.0
2023-06-05,33771.13,33804.22,33552.79,33562.86,367173949.0
2023-06-06,33547.67,33631.25,33399.69,33573.28,295703090.0
2023-06-07,33562.47,33708.78,33546.11,33665.02,347402135.0
2023-06-08,33656.98,33873.81,33630.04,33833.61,272719700.0
2023-06-09,33852.44,33975.32,33787.16,33876.78,262314237.0
2023-06-12,33906.8,34077.84,33878.46,34066.33,308138035.0
2023-06-13,34111.08,34310.28,34107.98,34212.12,310680209.0
2023-06-14,34044.7,34151.42,33783.55,33979.33,354915488.0
2023-06-15,33945.98,34488.98,33945.98,34408.06,362533826.0
2023-06-16,34464.02,34588.68,34285.69,34299.12,609152811.0
2023-06-20,34206.66,34206.66,33915.93,34053.87,344616687.0
2023-06-21,33990.56,34097.93,33876.17,33951.52,326237289.0
2023-06-22,33900.47,34003.56,33835.39,33946.71,278546365.0
2023-06-23,33835.66,33835.66,33646.49,33727.43,382707978.0
2023-06-26,33730.79,33819.49,33610.32,33714.71,267559232.0
2023-06-27,33739.03,33975.65,33730.39,33926.74,296261948.0
2023-06-28,33881.38,33903.76,33755.92,33852.66,268052458.0
2023-06-29,33854.57,34147.68,33828.63,34122.42,279942580.0
2023-06-30,34269.92,34467.35,34269.92,34407.6,353289118.0
2023-07-03,34369.78,34465.6,34286.54,34418.47,157599015.0
2023-07-05,34344.72,34376.11,34226.98,34288.64,278247965.0
2023-07-06,34171.39,34171.39,33771.47,33922.26,293847068.0
2023-07-07,33837.07,34036.38,33716.75,33734.88,274725612.0
2023-07-10,33705.68,33958.36,33705.68,33944.4,299206372.0
2023-07-11,34056.94,34288.87,33993.01,34261.42,281650525.0
2023-07-12,34395.28,34586.94,34308.78,34347.43,334074773.0
2023-07-13,34412.31,34482.26,34365.33,34395.14,276378559.0
2023-07-14,34425.33,34592.26,34425.33,34509.03,301913117.0
2023-07-17,34499.74,34665.15,34418.72,34585.35,359780087.0
2023-07-18,34597.08,34986.36,34530.61,34951.93,388389331.0
2023-07-19,34991.21,35234.05,34991.21,35061.21,369623863.0
2023-07-20,35091.98,35372.77,35091.98,35225.18,342315025.0
2023-07-21,35274.32,35340.66,35186.05,35227.69,476658962.0
2023-07-24,35230.79,35463.97,35230.79,35411.24,286173242.0
2023-07-25,35421.49,35527.57,35365.26,35438.07,309326664.0
2023-07-26,35345.99,35633.61,35306.27,35520.12,347334097.0
2023-07-27,35558.79,35645.35,35216.58,35282.72,352233629.0
2023-07-28,35443.49,35565.51,35355.15,35459.29,369000609.0
2023-07-31,35465.97,35566.95,35430.22,35559.53,333136968.0
2023-08-01,35585.99,35679.13,35526.61,35630.68,260995276.0
2023-08-02,35551.92,35551.92,35226.26,35282.52,301320184.0
2023-08-03,35194.56,35348.2,35122.32,35215.89,254964576.0
2023-08-04,35230.13,35506.88,35033.76,35065.62,342027510.0
2023-08-07,35125.6,35497.38,35125.6,35473.13,301688851.0
2023-08-08,35345.4,35346.64,35007.41,35314.49,303843096.0
2023-08-09,35324.28,35370.89,35058.73,35123.36,315446077.0
2023-08-10,35231.54,35578.58,35107.6,35176.15,340732271.0
2023-08-11,35111.36,35354.6,35059.99,35281.4,281949111.0
2023-08-14,35273.89,35335.45,35169.97,35307.63,303580976.0
2023-08-15,35219.37,35219.37,34908.5,34946.39,325690851.0
2023-08-16,34914.96,35133.56,34757.37,34765.74,336589639.0
2023-08-17,34829.61,34888.48,34440.73,34474.83,400797824.0
2023-08-18,34368.36,34587.07,34263.19,34500.66,325873328.0
2023-08-21,34531.28,34570.96,34248.46,34463.69,412301337.0
2023-08-22,34494.17,34514.04,34256.84,34288.83,281317181.0
2023-08-23,34338.59,34534.72,34321.0,34472.98,371471703.0
2023-08-24,34439.83,34694.68,34093.65,34099.42,348998497.0
2023-08-25,34217.06,34441.91,34029.22,34346.9,261710404.0
2023-08-28,34441.64,34652.91,34441.64,34559.98,227203981.0
2023-08-29,34531.12,34864.42,34531.12,34852.67,264101906.0
2023-08-30,34847.8,35025.57,34811.74,34890.24,238895354.0
2023-08-31,34909.09,35070.21,34719.77,34721.91,349846356.0
